facet_id,raw_facet,normalized_facet,facet_type,conversation_observable,sensitivity,is_header_like,retrieval_enabled,scoring_definition,abstention_reason
138,754. I Ching hexagram 36 resonance level,i ching hexagram 36 resonance level,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
139,Well-being component: Engagement,well-being component: engagement,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
140,Need for social interaction,need for social interaction,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
141,Peer-collaboration hours,peer-collaboration hours,biographical_or_external_fact,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
142,Arts and Humanities,arts and humanities,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
143,596. Religious practice: Quran khatam cycles per year,religious practice: quran khatam cycles per year,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
144,926. Bahá’í spiritual metric: Ridván festival participation,bahá’í spiritual metric: ridván festival participation,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
145,Compassion,compassion,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
146,Information Retention,information retention,skill_or_ability,conditional,low,False,True,Use a 1-5 ordinal scale based on demonstrated or explicitly described ability. Do not infer competence from interest alone.,"Score only when the conversation provides direct, specific evidence about the speaker."
147,Eye-contact duration,eye-contact duration,communication_or_interaction,conditional,low,False,True,Use a 1-5 ordinal scale based only on directly observable conversational evidence. Abstain when the sample is too short or unrepresentative.,"Score only when the conversation provides direct, specific evidence about the speaker."
148,Self-righteousness,self-righteousness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
149,General Mood and Attitude,general mood and attitude,preference_or_attitude,conditional,low,False,True,Use a 1-5 ordinal scale based on explicit statements or repeated direct evidence. Abstain when preference is unclear.,"Score only when the conversation provides direct, specific evidence about the speaker."
150,Serotonin transporter availability,serotonin transporter availability,medical_or_biological,not_observable,high,False,False,,"Requires medical, laboratory, genetic, diagnostic, or other external evidence."
151,Contribution to Group Goals,contribution to group goals,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
152,Dignity,dignity,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
153,HEXACO Personality Inventory Facets:,hexaco personality inventory facets,header_or_malformed,not_observable,low,True,False,,Header-like or malformed catalogue entry; excluded from retrieval and scoring.
154,Evaluating Solutions,evaluating solutions,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
155,Input,input,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
156,Discreteness,discreteness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
157,607. Energy-healing practice: Reiki sessions / year,energy-healing practice: reiki sessions / year,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
158,692. Astrology: Rising sign is Scorpio,astrology: rising sign is scorpio,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
159,Character strength: Social Intelligence,character strength: social intelligence,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
160,Bravery,bravery,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
161,Childhood Experiences,childhood experiences,behavioral_or_personality,conditional,high,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
162,Data-sharing consent level,data-sharing consent level,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
163,Vision-check frequency,vision-check frequency,medical_or_biological,not_observable,high,False,False,,"Requires medical, laboratory, genetic, diagnostic, or other external evidence."
164,Physical-violence exposure,physical-violence exposure,behavioral_or_personality,conditional,high,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
165,Macronutrient ratio: fat,macronutrient ratio: fat,medical_or_biological,not_observable,high,False,False,,"Requires medical, laboratory, genetic, diagnostic, or other external evidence."
166,Cooking and Culinary Arts,cooking and culinary arts,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
167,Language use,language use,communication_or_interaction,conditional,low,False,True,Use a 1-5 ordinal scale based only on directly observable conversational evidence. Abstain when the sample is too short or unrepresentative.,"Score only when the conversation provides direct, specific evidence about the speaker."
168,Dance-style mastery diversity,dance-style mastery diversity,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
169,Satya Adherence,satya adherence,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
170,Ethnocentrism,ethnocentrism,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
171,Emotional Boundaries,emotional boundaries,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
172,Creativity in solutions,creativity in solutions,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
173,Psychological construct: Hope scale,psychological construct: hope scale,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
174,565. Practice frequency: Walking meditation,practice frequency: walking meditation,biographical_or_external_fact,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
175,Depression (DEP),depression (dep),psychological_or_mental_health,not_observable,high,False,False,,Should not be diagnosed or assigned from ordinary conversational text alone.
176,Understanding Mathematical Concepts,understanding mathematical concepts,skill_or_ability,conditional,low,False,True,Use a 1-5 ordinal scale based on demonstrated or explicitly described ability. Do not infer competence from interest alone.,"Score only when the conversation provides direct, specific evidence about the speaker."
177,Hypomania (Ma),hypomania (ma),psychological_or_mental_health,not_observable,high,False,False,,Should not be diagnosed or assigned from ordinary conversational text alone.
178,Goal-Directed Behavior,goal-directed behavior,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
179,Depth of Emotional Connections,depth of emotional connections,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
180,Binding foundations index,binding foundations index,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
181,Ego Dissolution Frequency,ego dissolution frequency,biographical_or_external_fact,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
182,Activator: Turning thoughts into action,activator: turning thoughts into action,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
183,967. Gnostic spiritual metric: Archon meditation frequency,gnostic spiritual metric: archon meditation frequency,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
184,Exemplariness,exemplariness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
185,Moral and Ethical Parameters:,moral and ethical parameters,header_or_malformed,not_observable,low,True,False,,Header-like or malformed catalogue entry; excluded from retrieval and scoring.
186,Submission:,submission,header_or_malformed,not_observable,low,True,False,,Header-like or malformed catalogue entry; excluded from retrieval and scoring.
187,Frankness,frankness,communication_or_interaction,conditional,low,False,True,Use a 1-5 ordinal scale based only on directly observable conversational evidence. Abstain when the sample is too short or unrepresentative.,"Score only when the conversation provides direct, specific evidence about the speaker."
188,Psychological construct: Psychological Safety climate,psychological construct: psychological safety climate,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
189,Psychological construct: Self-Compassion total,psychological construct: self-compassion total,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
190,Psychological construct: Executive-Function composite,psychological construct: executive-function composite,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
191,Rebelliousness,rebelliousness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
192,Volunteer Work,volunteer work,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
193,Intellect,intellect,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
194,Use of Mathematical Formulas,use of mathematical formulas,skill_or_ability,conditional,low,False,True,Use a 1-5 ordinal scale based on demonstrated or explicitly described ability. Do not infer competence from interest alone.,"Score only when the conversation provides direct, specific evidence about the speaker."
195,Coarseness,coarseness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
196,Behavioral Tendencies and Subcomponents:,behavioral tendencies and subcomponents,header_or_malformed,not_observable,low,True,False,,Header-like or malformed catalogue entry; excluded from retrieval and scoring.
197,Sensitivity,sensitivity,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
198,Divided Attention Ability,divided attention ability,skill_or_ability,conditional,low,False,True,Use a 1-5 ordinal scale based on demonstrated or explicitly described ability. Do not infer competence from interest alone.,"Score only when the conversation provides direct, specific evidence about the speaker."
199,Psychological construct: Acculturative Stress score,psychological construct: acculturative stress score,psychological_or_mental_health,not_observable,high,False,False,,Should not be diagnosed or assigned from ordinary conversational text alone.
200,Dauntlessness,dauntlessness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
201,Concreteness,concreteness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
202,Hysteria (Hy),hysteria (hy),psychological_or_mental_health,not_observable,high,False,False,,Should not be diagnosed or assigned from ordinary conversational text alone.
203,911. Jewish spiritual metric: Sukkot lulav-shaking days,jewish spiritual metric: sukkot lulav-shaking days,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
204,Sentence Structure,sentence structure,communication_or_interaction,conditional,low,False,True,Use a 1-5 ordinal scale based only on directly observable conversational evidence. Abstain when the sample is too short or unrepresentative.,"Score only when the conversation provides direct, specific evidence about the speaker."
205,Esteem Needs,esteem needs,preference_or_attitude,conditional,low,False,True,Use a 1-5 ordinal scale based on explicit statements or repeated direct evidence. Abstain when preference is unclear.,"Score only when the conversation provides direct, specific evidence about the speaker."
206,Understanding mechanical concepts,understanding mechanical concepts,skill_or_ability,conditional,low,False,True,Use a 1-5 ordinal scale based on demonstrated or explicitly described ability. Do not infer competence from interest alone.,"Score only when the conversation provides direct, specific evidence about the speaker."
207,Auditory Memory Recall,auditory memory recall,skill_or_ability,conditional,low,False,True,Use a 1-5 ordinal scale based on demonstrated or explicitly described ability. Do not infer competence from interest alone.,"Score only when the conversation provides direct, specific evidence about the speaker."
208,Storytelling proficiency,storytelling proficiency,communication_or_interaction,conditional,low,False,True,Use a 1-5 ordinal scale based only on directly observable conversational evidence. Abstain when the sample is too short or unrepresentative.,"Score only when the conversation provides direct, specific evidence about the speaker."
209,Music-lessons years,music-lessons years,biographical_or_external_fact,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
210,Warmheartedness,warmheartedness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
211,Self-effacement,self-effacement,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
212,Outspokenness,outspokenness,communication_or_interaction,conditional,low,False,True,Use a 1-5 ordinal scale based only on directly observable conversational evidence. Abstain when the sample is too short or unrepresentative.,"Score only when the conversation provides direct, specific evidence about the speaker."
213,Sleep-environment temperature,sleep-environment temperature,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
214,Comprehension of spoken information,comprehension of spoken information,skill_or_ability,conditional,low,False,True,Use a 1-5 ordinal scale based on demonstrated or explicitly described ability. Do not infer competence from interest alone.,"Score only when the conversation provides direct, specific evidence about the speaker."
215,Blissfulness,blissfulness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
216,Sequential Memory Recall,sequential memory recall,skill_or_ability,conditional,low,False,True,Use a 1-5 ordinal scale based on demonstrated or explicitly described ability. Do not infer competence from interest alone.,"Score only when the conversation provides direct, specific evidence about the speaker."
217,Withdrawnness,withdrawnness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
218,892. Hindu spiritual metric: Yoga discipline hours / week,hindu spiritual metric: yoga discipline hours / week,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
219,Conservatism,conservatism,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
220,Adaptability and Flexibility Subcomponents:,adaptability and flexibility subcomponents,header_or_malformed,not_observable,low,True,False,,Header-like or malformed catalogue entry; excluded from retrieval and scoring.
221,898. Hindu spiritual metric: Vrata vows observed / year,hindu spiritual metric: vrata vows observed / year,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
222,Ardency,ardency,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
223,Aesthetic Appreciation,aesthetic appreciation,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
224,Transactional Leadership:,transactional leadership,header_or_malformed,not_observable,low,True,False,,Header-like or malformed catalogue entry; excluded from retrieval and scoring.
225,Value orientation: Universalism,value orientation: universalism,preference_or_attitude,conditional,low,False,True,Use a 1-5 ordinal scale based on explicit statements or repeated direct evidence. Abstain when preference is unclear.,"Score only when the conversation provides direct, specific evidence about the speaker."
226,Perseverance,perseverance,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
227,Regularity of Self-Reflection,regularity of self-reflection,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
228,Controlling Reactions,controlling reactions,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
229,Psychological construct: Cultural Intelligence – Behavioral,psychological construct: cultural intelligence - behavioral,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
230,Metabolic Rate (Low or High),metabolic rate (low or high),medical_or_biological,not_observable,high,False,False,,"Requires medical, laboratory, genetic, diagnostic, or other external evidence."
231,Dietary Habits,dietary habits,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
232,Significance: Desire to make an impact,significance: desire to make an impact,preference_or_attitude,conditional,low,False,True,Use a 1-5 ordinal scale based on explicit statements or repeated direct evidence. Abstain when preference is unclear.,"Score only when the conversation provides direct, specific evidence about the speaker."
233,Psychological construct: Resilience-Trait score,psychological construct: resilience-trait score,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
234,Boredom Susceptibility,boredom susceptibility,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
235,Psychological construct: Consummatory Pleasure scale,psychological construct: consummatory pleasure scale,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
236,Leadership Styles and Behaviors:,leadership styles and behaviors,header_or_malformed,not_observable,low,True,False,,Header-like or malformed catalogue entry; excluded from retrieval and scoring.
237,723. I Ching hexagram 5 resonance level,i ching hexagram 5 resonance level,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
238,Macronutrient ratio: carbs,macronutrient ratio: carbs,medical_or_biological,not_observable,high,False,False,,"Requires medical, laboratory, genetic, diagnostic, or other external evidence."
239,Passport-stamps count,passport-stamps count,biographical_or_external_fact,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
240,Local-food sourcing %,local-food sourcing %,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
241,Patient care orientation,patient care orientation,preference_or_attitude,conditional,low,False,True,Use a 1-5 ordinal scale based on explicit statements or repeated direct evidence. Abstain when preference is unclear.,"Score only when the conversation provides direct, specific evidence about the speaker."
242,Soft-skill training hours,soft-skill training hours,biographical_or_external_fact,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
243,Graffiti appreciation,graffiti appreciation,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
244,Preference for Home-Cooked vs Restaurant Meals,preference for home-cooked vs restaurant meals,preference_or_attitude,conditional,low,False,True,Use a 1-5 ordinal scale based on explicit statements or repeated direct evidence. Abstain when preference is unclear.,"Score only when the conversation provides direct, specific evidence about the speaker."
245,Immune-response age,immune-response age,medical_or_biological,not_observable,high,False,False,,"Requires medical, laboratory, genetic, diagnostic, or other external evidence."
246,Social-cognition variable: Cognitive Empathy,social-cognition variable: cognitive empathy,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
247,Kink-interest diversity,kink-interest diversity,behavioral_or_personality,conditional,high,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
248,Adaptability and Flexibility:,adaptability and flexibility,header_or_malformed,not_observable,low,True,False,,Header-like or malformed catalogue entry; excluded from retrieval and scoring.
249,Judging Consequences,judging consequences,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
250,Harmfulness,harmfulness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
251,Affinity,affinity,preference_or_attitude,conditional,low,False,True,Use a 1-5 ordinal scale based on explicit statements or repeated direct evidence. Abstain when preference is unclear.,"Score only when the conversation provides direct, specific evidence about the speaker."
252,Abasement,abasement,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
253,Chronic pain presence,chronic pain presence,medical_or_biological,not_observable,high,False,False,,"Requires medical, laboratory, genetic, diagnostic, or other external evidence."
254,520. Discernment practice hours / week,discernment practice hours / week,biographical_or_external_fact,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
255,Initiative,initiative,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
256,Courageousness,courageousness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
257,Joyfulness,joyfulness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
258,Suspicion,suspicion,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
259,Basophil count,basophil count,medical_or_biological,not_observable,high,False,False,,"Requires medical, laboratory, genetic, diagnostic, or other external evidence."
260,Attachment avoidance score,attachment avoidance score,behavioral_or_personality,conditional,high,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
261,Time Orientation End Points:,time orientation end points,header_or_malformed,not_observable,low,True,False,,Header-like or malformed catalogue entry; excluded from retrieval and scoring.
262,Brazenness,brazenness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
263,Talkativeness,talkativeness,communication_or_interaction,conditional,low,False,True,Use a 1-5 ordinal scale based only on directly observable conversational evidence. Abstain when the sample is too short or unrepresentative.,"Score only when the conversation provides direct, specific evidence about the speaker."
264,Equitableness,equitableness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
265,Ideas generated/day,ideas generated/day,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
266,Originality,originality,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
267,Fearfulness: Fear of physical dangers,fearfulness: fear of physical dangers,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
268,Dance rehearsal hours/week,dance rehearsal hours/week,biographical_or_external_fact,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
269,561. Practice frequency: Mantra meditation,practice frequency: mantra meditation,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
